Name,Category,Latitude,Longitude,Victims
Haumoana.,Area Unit,-39.630105828,176.964938391,55
Hatfields Beach.,Area Unit,-36.568633916,174.692594099,17
Hataitai North.,Area Unit,-41.302052638,174.800199330,152
Hastings Central.,Area Unit,-39.640232545,176.844751439,984
Haruru Falls.,Area Unit,-35.278474461,174.057139896,31
Harihari.,Area Unit,-43.097510671,170.505467447,15
Harewood.,Area Unit,-43.489202457,172.574785970,103
Harbourside.,Area Unit,-45.883797224,170.512997207,48
Harania West.,Area Unit,-36.965843503,174.815662704,180
Harania North.,Area Unit,-36.958879786,174.815039064,85
Harania East.,Area Unit,-36.956365538,174.820868015,88
Happy Valley-Owhiro Bay.,Area Unit,-41.342862242,174.757529044,18
Hanmer Springs.,Area Unit,-42.523706759,172.817903597,36
Hamurana.,Area Unit,-38.009557524,176.228109873,47
Hampstead.,Area Unit,-43.913630535,171.752337791,78
Hampden.,Area Unit,-45.325772651,170.823037480,13
Hamlin.,Area Unit,-36.910091403,174.830464162,233
Hamilton Lake.,Area Unit,-37.800047774,175.278990763,544
Hamilton East.,Area Unit,-37.789832802,175.293858717,268
Hamilton Central.,Area Unit,-37.781561646,175.272950560,2650
Halswell West.,Area Unit,-43.595658598,172.553570380,104
Halswell South.,Area Unit,-43.589549582,172.566291859,77
Halswell Domain.,Area Unit,-43.580094229,172.572967832,50
Halfway Bush.,Area Unit,-45.860682007,170.463009999,66
Half Moon Bay.,Area Unit,-36.889207381,174.893678368,39
Halcombe.,Area Unit,-40.138110951,175.493343293,9
Hairini.,Area Unit,-37.741305041,176.161494903,101
Hagley Park.,Area Unit,-43.527568882,172.622639441,440
Haast.,Area Unit,-44.075112070,168.855537781,12
Gulf Harbour.,Area Unit,-36.620646370,174.794030644,32
Greytown.,Area Unit,-41.080591451,175.456940311,40
Greymouth South.,Area Unit,-42.469615484,171.202842009,142
Greymouth Rural.,Area Unit,-42.490929934,171.265408866,6
Greymouth Central.,Area Unit,-42.453224817,171.207702221,144
Grey Lynn West.,Area Unit,-36.859128142,174.736248604,131
Grey Lynn East.,Area Unit,-36.862464787,174.744249873,387
Grenada Village.,Area Unit,-41.204733263,174.822500865,19
Grenada North.,Area Unit,-41.186535186,174.839758972,9
Greerton.,Area Unit,-37.729854552,176.133774244,368
Greenmount.,Area Unit,-36.939421445,174.904769496,334
Greenmeadows.,Area Unit,-39.519637472,176.859631949,330
Greenhithe.,Area Unit,-36.769375707,174.678108727,96
Greenhills.,Area Unit,-46.544386709,168.324239040,26
Greenacres.,Area Unit,-41.167050027,174.837343524,15
Green Island.,Area Unit,-45.902421769,170.427080293,55
Green Bay.,Area Unit,-36.931983537,174.682026775,136
Great Barrier Island.,Area Unit,-36.181316876,175.403990081,33
Gravatt.,Area Unit,-37.698973028,176.265348114,197
Grasmere.,Area Unit,-46.379671960,168.343147185,49
Granity.,Area Unit,-41.630896649,171.853738620,8
Grange.,Area Unit,-36.960170097,174.851509152,129
Grandview.,Area Unit,-37.777447523,175.235864572,172
Grampians.,Area Unit,-41.299832596,173.271294860,115
Grafton West.,Area Unit,-36.857914079,174.767141038,149
Grafton East.,Area Unit,-36.861281748,174.769092474,202
Gracefield.,Area Unit,-41.255505995,174.879806641,106
Governors Bay.,Area Unit,-43.647622657,172.655974201,18
Gordonton.,Area Unit,-37.671368236,175.302147548,23
Gonville West.,Area Unit,-39.943056585,175.018300588,89
Gonville South.,Area Unit,-39.946532501,175.033662481,152
Gonville East.,Area Unit,-39.936743874,175.025524196,45
Golfland.,Area Unit,-36.921705542,174.903939844,71
Golden Springs.,Area Unit,-38.461345863,176.287216538,111
Golden Downs.,Area Unit,-41.493091254,172.676989692,17
Golden Bay.,Area Unit,-40.729852502,172.707833183,72
Glenwood.,Area Unit,-44.389293651,171.210258037,29
Glenview.,Area Unit,-37.818659032,175.289516032,293
Glenside North.,Area Unit,-41.198090082,174.818240035,12
Glenorchy.,Area Unit,-44.795049583,168.320801584,12
Gleniti.,Area Unit,-44.384758668,171.193803067,11
Glenholme West.,Area Unit,-38.149633184,176.243545150,160
Glenholme East.,Area Unit,-38.150001139,176.250071246,180
Glenfield North.,Area Unit,-36.774763197,174.731496274,266
Glenfield Central.,Area Unit,-36.784319666,174.726517087,276
Glenduan.,Area Unit,-41.200012444,173.354368396,9
Glendowie.,Area Unit,-36.854272501,174.877427093,80
Glendhu.,Area Unit,-36.773908069,174.706126700,135
Glendene South.,Area Unit,-36.893142738,174.660527829,146
Glendene North.,Area Unit,-36.885441709,174.655205921,104
Glendale.,Area Unit,-41.241494997,174.952601573,123
Glenbrook.,Area Unit,-37.185209534,174.743071893,72
Glenavon.,Area Unit,-36.906978992,174.696243905,224
Glen Innes West.,Area Unit,-36.873229162,174.858352493,461
Glen Innes North.,Area Unit,-36.868020134,174.877448303,129
Glen Innes East.,Area Unit,-36.875056930,174.873270000,99
Glen Eden East.,Area Unit,-36.913106842,174.657069040,498
Glen Avon.,Area Unit,-39.050253058,174.117572650,184
Glamorgan.,Area Unit,-36.702980278,174.733746120,27
Gladstone-Avenal.,Area Unit,-46.390424755,168.351981153,161
Gisborne Central.,Area Unit,-38.664367976,178.019706116,843
Gisborne Airport.,Area Unit,-38.666095481,177.990205170,187
Geraldine.,Area Unit,-44.097416531,171.246699174,56
Georgetown.,Area Unit,-46.420585728,168.369649515,82
Gate Pa.,Area Unit,-37.715482365,176.135882626,263
Fruitvale.,Area Unit,-36.916152329,174.669657952,210
Frimley.,Area Unit,-39.623376098,176.828702519,113
Freemans Bay.,Area Unit,-36.853154557,174.750729221,331
Frasertown.,Area Unit,-38.961767102,177.408004058,12
Fraser Park.,Area Unit,-44.395925191,171.225775352,37
Franz Josef.,Area Unit,-43.359307820,170.162748966,17
Frankton.,Area Unit,-45.024513013,168.734913269,34
Frankton Junction.,Area Unit,-37.788025330,175.260128635,442
Frankton East.,Area Unit,-45.006394414,168.740806766,126
Frankleigh.,Area Unit,-39.079574201,174.069639334,84
Foxton.,Area Unit,-40.472388957,175.282523668,187
Foxton Beach.,Area Unit,-40.467993123,175.233730409,91
Fox Glacier.,Area Unit,-43.455062608,169.959276068,6
Forrester Park.,Area Unit,-45.839125341,170.555670418,4
Forrest Hill.,Area Unit,-36.764188925,174.747258120,109
Fordlands.,Area Unit,-38.142069231,176.227612156,112
Fordell-Kakatahi.,Area Unit,-39.746303482,175.258946511,72
Forbury.,Area Unit,-45.900192828,170.489660254,19
Flaxmere East.,Area Unit,-39.625783073,176.789092836,197
Flagstaff.,Area Unit,-37.733982938,175.251962070,85
Fitzroy.,Area Unit,-39.049692683,174.102233735,129
Ferrymead.,Area Unit,-43.556265654,172.700079127,249
Fernside.,Area Unit,-43.293257307,172.528862784,24
Fernleigh.,Area Unit,-39.089534585,174.066208704,3
Fernlea.,Area Unit,-41.255903206,174.929827737,55
Fernhill.,Area Unit,-45.881936482,170.497606911,142
Ferndale.,Area Unit,-36.903917170,174.826317552,156
Ferguson.,Area Unit,-36.966996067,174.881971889,163
Fenton.,Area Unit,-38.153544100,176.261991965,125
Fendalton.,Area Unit,-43.519135904,172.583657178,199
Feilding West.,Area Unit,-40.223789063,175.556913203,288
Feilding North.,Area Unit,-40.206397475,175.570554600,108
Feilding East.,Area Unit,-40.222763640,175.585503008,133
Feilding Central.,Area Unit,-40.220015040,175.571402049,211
Featherston.,Area Unit,-41.116350619,175.320443024,114
Favona West.,Area Unit,-36.953606211,174.799842163,99
Favona South.,Area Unit,-36.953899990,174.814069289,70
Favona North.,Area Unit,-36.947563630,174.812346538,60
Fairy Springs.,Area Unit,-38.114213629,176.226855767,470
Fairview.,Area Unit,-36.709855984,174.717123782,48
Fairview-Scarborough.,Area Unit,-44.424589050,171.235492606,13
Fairview Downs.,Area Unit,-37.760974086,175.302662027,103
Fairton.,Area Unit,-43.888448261,171.802281908,14
Fairlie.,Area Unit,-44.098377956,170.827908602,13
Fairhall.,Area Unit,-41.551558432,173.872685157,11
Fairfield.,Area Unit,-45.900664459,170.396300312,11
Fairfax.,Area Unit,-46.272397810,168.002279390,29
Fairdene.,Area Unit,-36.865098009,174.626101028,391
Fairburn.,Area Unit,-36.949090244,174.851276750,206
Eyrewell.,Area Unit,-43.410768676,172.320154770,19
Evansdale.,Area Unit,-45.677765036,170.628839583,30
Eureka.,Area Unit,-37.769833591,175.366484270,47
Esplanade.,Area Unit,-41.232809199,174.890435098,166
Eskdale.,Area Unit,-39.387132287,176.867701238,29
Epuni West.,Area Unit,-41.205077448,174.927537907,156
Epuni East.,Area Unit,-41.208738347,174.937823459,112
Epsom South.,Area Unit,-36.896363701,174.766529344,96
Epsom North.,Area Unit,-36.876013357,174.770302209,250
Epsom Central.,Area Unit,-36.887595925,174.768598108,171
Ensors.,Area Unit,-43.547433698,172.669340470,322
Enner Glynn.,Area Unit,-41.310262355,173.256669121,58
Enderley.,Area Unit,-37.771241779,175.292419810,530
Endeavour.,Area Unit,-41.114066457,174.900834992,19
Emerald Hill.,Area Unit,-41.093396980,175.101932792,86
Eltham.,Area Unit,-39.437331418,174.289416717,76
Elsthorpe-Flemington.,Area Unit,-40.119804809,176.608952624,64
Elsmore Park.,Area Unit,-36.910925320,174.898824984,123
Elsdon-Takapuwahia.,Area Unit,-41.128677507,174.809412772,290
Ellerslie South.,Area Unit,-36.900933974,174.811708087,231
Ellerslie North.,Area Unit,-36.893271282,174.815241357,192
Elderslea.,Area Unit,-41.117852853,175.055327271,175
Eketahuna.,Area Unit,-40.649938490,175.699498417,14
Egmont Village.,Area Unit,-39.135317159,174.141368617,15
Edmonton.,Area Unit,-36.863224041,174.639748946,166
Edgewater.,Area Unit,-36.920459359,174.871050141,87
Edgeware.,Area Unit,-43.514855326,172.647688113,243
Edgecumbe.,Area Unit,-37.971877883,176.830883126,84
Edendale Community.,Area Unit,-46.313337603,168.785602194,3
Eden Terrace.,Area Unit,-36.865877498,174.756396959,164
Eden Road-Hill Top.,Area Unit,-37.205711217,174.877278131,27
Ebdentown.,Area Unit,-41.117996451,175.072616890,54
Eastbourne.,Area Unit,-41.273181792,174.902874866,98
East Taieri.,Area Unit,-45.894668139,170.347153970,30
East Gore.,Area Unit,-46.093509023,168.966377444,34
East Cape.,Area Unit,-37.834899640,178.275808099,75
Durie Hill.,Area Unit,-39.936983895,175.066027161,25
Durham Green.,Area Unit,-36.830288320,174.654963035,80
Dunstan.,Area Unit,-45.005876705,169.363595930,64
Dunsandel.,Area Unit,-43.661410151,172.192512784,13
Drury.,Area Unit,-37.093369015,174.973806557,221
Douglas.,Area Unit,-39.218358453,174.596682242,18
Donegal Park.,Area Unit,-36.979777033,174.905337488,347
Doncaster.,Area Unit,-37.709656888,176.295406813,80
Dobson.,Area Unit,-42.450655471,171.341780769,17
Discovery.,Area Unit,-41.109807578,174.889428082,27
Dinsdale South.,Area Unit,-37.800033024,175.244097634,337
Dinsdale North.,Area Unit,-37.792009935,175.241961581,141
Dingwall.,Area Unit,-36.964865500,174.861022346,294
Diamond Harbour.,Area Unit,-43.639882437,172.716752298,26
Delaney.,Area Unit,-41.183471779,174.978599176,117
Deans Bush.,Area Unit,-43.524637980,172.593148856,80
Dargaville.,Area Unit,-35.939081743,173.865768249,299
Darfield.,Area Unit,-43.489062272,172.107736914,53
Dannevirke West.,Area Unit,-40.200975548,176.096067115,33
Dannevirke East.,Area Unit,-40.207992779,176.107567888,177
Dannemora.,Area Unit,-36.934882744,174.916749884,507
Dallington.,Area Unit,-43.514328536,172.673099194,45
Dairy Flat-Redvale.,Area Unit,-36.685361225,174.685396821,179
Dacre.,Area Unit,-46.282340213,168.605093479,19
Cust.,Area Unit,-43.306793138,172.386493150,12
Culverden.,Area Unit,-42.778893517,172.827604273,11
Crum Park.,Area Unit,-36.928650792,174.665507747,69
Crown Hill.,Area Unit,-36.765118047,174.758853731,38
Cromwell.,Area Unit,-45.047031043,169.207425758,97
Crofton Downs.,Area Unit,-41.258580921,174.765151997,30
Crinan.,Area Unit,-46.421620415,168.353594072,91
Crawshaw.,Area Unit,-37.772640155,175.233647517,149
Corstorphine West.,Area Unit,-45.898983276,170.465984480,20
Corstorphine East.,Area Unit,-45.903210096,170.478994800,8
Coromandel.,Area Unit,-36.758389108,175.502084068,78
Cooks Gardens.,Area Unit,-39.933856796,175.051287080,466
Concord.,Area Unit,-45.901485577,170.455856239,42
Coldstream.,Area Unit,-43.286701101,172.680145804,33
Cockle Bay.,Area Unit,-36.899312461,174.947081822,69
Cobden.,Area Unit,-42.436562678,171.203231358,49
Coastlands.,Area Unit,-37.944321485,176.987973032,30
Coal Creek.,Area Unit,-42.390223753,171.335402050,1
Clyde.,Area Unit,-45.192569161,169.321748347,11
Clutha.,Area Unit,-46.349633740,169.485009926,67
Cloverlea.,Area Unit,-40.345271993,175.589449031,153
Clover Park.,Area Unit,-36.980192103,174.892898817,93
Cloustonville.,Area Unit,-41.027760500,175.187994766,17
Clouston Park.,Area Unit,-41.117240062,175.088645027,53
Clive.,Area Unit,-39.585909660,176.926148608,121
Clinton.,Area Unit,-46.201964079,169.377126093,17
Clifton.,Area Unit,-41.216856945,173.329080434,30
Clevedon.,Area Unit,-36.958321606,175.078687202,82
Clendon South.,Area Unit,-37.033600006,174.857697037,393
Clendon North.,Area Unit,-37.023833565,174.857678021,96
Claudelands.,Area Unit,-37.777537729,175.283565120,192
Clarkville.,Area Unit,-43.402774965,172.634568875,57
Clarkin.,Area Unit,-37.765066023,175.279685288,221
Churton Park South.,Area Unit,-41.211771706,174.804829882,28
Churton Park North.,Area Unit,-41.201932917,174.808304213,45
Cheviot.,Area Unit,-42.813270156,173.273585725,19
Chertsey.,Area Unit,-43.863779429,172.028298008,36
Chelsea.,Area Unit,-36.820811391,174.709132996,102
Chedworth.,Area Unit,-37.751020711,175.280265532,280
Chatton.,Area Unit,-46.040439331,168.879282184,19
Chartwell.,Area Unit,-37.765142576,175.271189045,123
Charlton.,Area Unit,-46.146645577,168.891033644,15
Charleston.,Area Unit,-42.037290178,171.434908065,4
Central Gore.,Area Unit,-46.102029403,168.942276483,43
Caversham.,Area Unit,-45.895575563,170.479984750,90
Cathedral Square.,Area Unit,-43.532503818,172.635363967,1548
Castor Bay.,Area Unit,-36.759533688,174.766169557,41
Castlecliff South.,Area Unit,-39.944302098,174.991872069,66
Castlecliff North.,Area Unit,-39.934504328,174.977262360,82
Cashmere West.,Area Unit,-43.580835808,172.630140311,180
Cashmere East.,Area Unit,-43.584963035,172.644466237,100
Casebrook.,Area Unit,-43.484740919,172.602376926,138
Carterton.,Area Unit,-41.026540586,175.518962579,110
Carrington.,Area Unit,-39.095580701,174.062116705,12
Cape Wanbrow.,Area Unit,-45.120267802,170.964672179,2
Cape Runaway.,Area Unit,-37.727846860,177.793598225,54
Cape Rodney.,Area Unit,-36.263731055,174.538477820,75
Cape Rodney South.,Area Unit,-36.351366697,174.747398915,76
Cannons Creek South.,Area Unit,-41.148229101,174.862186064,43
Cannons Creek North.,Area Unit,-41.139930518,174.861903439,153
Cannons Creek East.,Area Unit,-41.134543820,174.869726003,124
Camside.,Area Unit,-43.379985587,172.696734071,2
Campbells Bay.,Area Unit,-36.748201259,174.759966007,25
Cambridge West.,Area Unit,-37.891703859,175.459208930,67
Cambridge North.,Area Unit,-37.882535581,175.476669209,39
Cambridge Central.,Area Unit,-37.891909017,175.479703847,295
Camberley.,Area Unit,-39.628855866,176.822151920,254
Caledonian.,Area Unit,-45.890103961,170.500195213,152
Bush Road.,Area Unit,-45.872909425,170.341047392,66
Burwood.,Area Unit,-43.504418253,172.673173187,43
Burswood.,Area Unit,-36.923324800,174.897533880,156
Burnside.,Area Unit,-43.502863236,172.569772103,74
Burnham Military Camp.,Area Unit,-43.615898256,172.301641154,7
Burbush.,Area Unit,-37.749046968,175.210051831,71
Burbank.,Area Unit,-37.021255990,174.868168548,111
Bulls.,Area Unit,-40.179120837,175.386921894,90
Buller Coalfields.,Area Unit,-41.707144519,171.879716109,8
Bucklands Beach South.,Area Unit,-36.879906049,174.903227156,70
Bucklands and Eastern Beaches.,Area Unit,-36.859964863,174.905793577,105
Buckland.,Area Unit,-37.227555688,174.924034929,11
Buckland South.,Area Unit,-37.241840899,174.938058848,16
Bryndwr.,Area Unit,-43.512951371,172.597446805,85
Brymer.,Area Unit,-37.779866079,175.225616443,78
Bryant.,Area Unit,-37.754188464,175.257250578,198
Bruce.,Area Unit,-46.094531337,169.940950239,107
Bruce Bay-Paringa.,Area Unit,-43.756045715,169.596553196,1
Browns Bay.,Area Unit,-36.713625618,174.742290880,157
Broomfield.,Area Unit,-43.527927877,172.537013990,101
Brookvale.,Area Unit,-39.648280501,176.904725240,26
Brooklyn.,Area Unit,-41.305192415,174.761081879,80
Brooklyn South.,Area Unit,-41.311946342,174.757861953,4
Brookfield.,Area Unit,-37.685363508,176.140309179,266
Bronte.,Area Unit,-41.281848269,173.284227896,60
Bromley.,Area Unit,-43.535173915,172.708645585,290
Brockville.,Area Unit,-45.867087727,170.463784551,102
Broads.,Area Unit,-41.285913084,173.270218788,73
Broadlands.,Area Unit,-38.799593785,176.170150774,21
Broad Bay-Portobello.,Area Unit,-45.840049830,170.642527180,5
Britannia.,Area Unit,-41.268983192,173.264585608,52
Brightwater.,Area Unit,-41.366921270,173.108915349,31
Brighton.,Area Unit,-45.942750965,170.340467697,16
Bridge Pa.,Area Unit,-39.642495617,176.776112686,89
Brentwood.,Area Unit,-41.128236656,175.037445950,90
Bremner.,Area Unit,-37.107924478,174.928273391,21
Bream Head.,Area Unit,-35.812154639,174.588903928,44
Bream Bay.,Area Unit,-36.012750272,174.417392526,37
Bowden.,Area Unit,-39.018540359,174.190974217,12
Boulcott.,Area Unit,-41.199047850,174.923499362,206
Bombay.,Area Unit,-37.190226266,174.978319354,96
Bluff.,Area Unit,-46.612299183,168.332604546,44
Bluff Hill.,Area Unit,-39.478004373,176.916890367,290
Blueskin.,Area Unit,-39.888307660,175.044763361,43
Blockhouse Bay.,Area Unit,-36.927282282,174.702773476,162
Blenheim Central.,Area Unit,-41.510778754,173.958215465,474
Bledisloe Park.,Area Unit,-37.222065436,174.919802929,457
Bleakhouse.,Area Unit,-36.882922159,174.925969969,22
Blaketown.,Area Unit,-42.454883692,171.194081730,40
Blackball.,Area Unit,-42.354582584,171.389597183,8
Bishopdale.,Area Unit,-43.493551969,172.584386627,108
Bishopdale North.,Area Unit,-43.476371085,172.574086081,145
Birkenhead East.,Area Unit,-36.816957341,174.733748619,68
Birkdale South.,Area Unit,-36.801145455,174.705847488,101
Birkdale North.,Area Unit,-36.789359071,174.701297999,69
Birdwood West.,Area Unit,-36.851805612,174.588100364,27
Birdwood East.,Area Unit,-36.848852220,174.603673936,63
Bexley.,Area Unit,-43.517924828,172.719715503,87
Bethlehem.,Area Unit,-37.724105385,176.103150722,524
Bethlehem East.,Area Unit,-37.704502227,176.118581549,45
Berhampore West.,Area Unit,-41.321378290,174.772730212,108
Berhampore East.,Area Unit,-41.325441276,174.778989043,29
Benhar.,Area Unit,-46.224668250,169.792757932,1
Ben Mcleod.,Area Unit,-43.670164031,170.858144178,1
Belmont.,Area Unit,-41.175661040,174.926211697,34
Bellevue.,Area Unit,-37.678625001,176.130090976,71
Belleknowes.,Area Unit,-45.876533754,170.481807276,40
Bell Block.,Area Unit,-39.025362611,174.139100912,104
Belfast.,Area Unit,-43.449273336,172.628970254,307
Belfast South.,Area Unit,-43.460735710,172.608560545,76
Beerescourt.,Area Unit,-37.770999381,175.263110369,143
Beckenham.,Area Unit,-43.564282465,172.642940537,62
Beaumont.,Area Unit,-37.033865443,174.902732365,169
Beachlands-Maraetai.,Area Unit,-36.892573770,175.008866934,192
Beachhaven South.,Area Unit,-36.806808988,174.690393073,52
Beachhaven North.,Area Unit,-36.789300315,174.687526779,85
Bayswater.,Area Unit,-36.814200147,174.776122809,50
Bays-Waiheke Island.,Area Unit,,,3
Bay View.,Area Unit,-39.433979413,176.852316307,192
Bay Road West.,Area Unit,-46.384969793,168.315613644,2
Bay of Islands.,Area Unit,,,4
Baverstock Oaks.,Area Unit,-36.953683495,174.916210781,121
Bastia Hill.,Area Unit,-39.931811375,175.065648296,5
Barrytown.,Area Unit,-42.256651029,171.332697699,7
Barrington South.,Area Unit,-43.568012543,172.618366482,105
Barrington North.,Area Unit,-43.556406692,172.606294974,351
Barrett.,Area Unit,-39.084351704,174.035859700,18
Banks Peninsula Eastern Bays.,Area Unit,-43.707661796,173.014282954,2
Balmoral.,Area Unit,-36.880516646,174.750804860,362
Balmacewen.,Area Unit,-45.852393358,170.493348580,11
Balgownie.,Area Unit,-39.953264426,175.015902450,46
Balfour Community.,Area Unit,-45.836637058,168.587040889,2
Balclutha.,Area Unit,-46.238888610,169.736979135,110
Bader.,Area Unit,-37.811167609,175.292194478,317
Awhitu.,Area Unit,-37.151532540,174.659829098,70
Awatoto.,Area Unit,-39.535540845,176.918809621,46
Awaruku.,Area Unit,-36.698705917,174.732673461,19
Awarua.,Area Unit,-41.245643862,174.772456364,20
Awapuni West.,Area Unit,-40.384692426,175.580292882,46
Awapuni South.,Area Unit,-40.377602481,175.594194840,123
Awapuni North.,Area Unit,-40.371083150,175.588440370,252
Awanui.,Area Unit,-35.043813825,173.256742809,39
Avonside.,Area Unit,-43.519965433,172.670039140,117
Avonhead.,Area Unit,-43.520836469,172.556872772,76
Avonhead West.,Area Unit,-43.518330999,172.544740557,64
Avondale.,Area Unit,-43.506278933,172.690530460,78
Avondale West.,Area Unit,-36.894750721,174.686739122,167
Avondale South.,Area Unit,-36.911981705,174.697840551,115
Avon-Heathcote Estuary.,Area Unit,,,8
Avon Loop.,Area Unit,-43.525733190,172.643715516,472
Aviemore.,Area Unit,-44.343501630,169.914107260,29
Avalon West.,Area Unit,-41.190081865,174.941388424,89
Avalon East.,Area Unit,-41.195934647,174.944195292,191
Auckland Harbourside.,Area Unit,-36.843414263,174.771785426,1031
Auckland City-Marinas.,Area Unit,,,2
Auckland Central West.,Area Unit,-36.851110477,174.758868603,2291
Auckland Central East.,Area Unit,-36.851793483,174.769389117,2027
Atmore.,Area Unit,-41.280403694,173.311582489,28
Athenree.,Area Unit,-37.444482684,175.960108261,6
Atawhai.,Area Unit,-41.251665354,173.316441421,71
Atarau.,Area Unit,-42.233620349,171.504264444,5
Ashley.,Area Unit,-43.249138302,172.626541824,7
Ashley Gorge.,Area Unit,-43.137189105,172.143478285,45
Ashhurst.,Area Unit,-40.295766412,175.761568409,67
Ashburton North.,Area Unit,-43.882542940,171.752163109,6
Ashburton East.,Area Unit,-43.912872623,171.753845877,8
Ashburton Central West.,Area Unit,-43.901240320,171.742612613,120
Ashburton Central East.,Area Unit,-43.909147970,171.746432836,131
Ascot Park.,Area Unit,-41.121315543,174.872438215,48
Arthurs Point.,Area Unit,-44.988303669,168.677387646,11
Arrowtown.,Area Unit,-44.941651644,168.836816752,37
Aro Street-Nairn Street.,Area Unit,-41.297543254,174.766615162,128
Arnold Valley.,Area Unit,-42.529027448,171.492407967,6
Army Bay.,Area Unit,-36.604494017,174.840997475,38
Armour Bay.,Area Unit,-36.973917364,174.616460631,1
Ardmore.,Area Unit,-37.033883606,174.955921458,114
Ardgowan.,Area Unit,-45.076402165,170.947853643,5
Arch Hill.,Area Unit,-36.865226370,174.746771374,97
Arataki.,Area Unit,-37.673271886,176.222401908,741
Arapuni.,Area Unit,-38.036037240,175.721607960,52
Aranui.,Area Unit,-43.509487035,172.710622620,217
Aramoana.,Area Unit,-45.790141431,170.668066683,7
Arakura.,Area Unit,-41.237249527,174.943065523,79
Arahiwi.,Area Unit,-38.120643425,176.063704629,6
Arahanga.,Area Unit,-36.957462942,174.794141024,69
Appleby-Kew.,Area Unit,-46.433428376,168.347043108,94
Aotea.,Area Unit,-38.237044956,175.859628935,83
Aorere.,Area Unit,-36.974418494,174.826965816,123
Aorangi.,Area Unit,-43.501901628,172.592129773,120
Aongatete.,Area Unit,-37.597969411,175.934428878,91
Aokautere.,Area Unit,-40.368680441,175.646193702,78
Aniseed Hill.,Area Unit,-41.389362868,173.151801214,2
Andersons Bay.,Area Unit,-45.898638543,170.536523532,28
Anderson Park.,Area Unit,-39.670180864,176.869380105,52
Amuri.,Area Unit,-42.452302948,172.772623068,28
Amisfield.,Area Unit,-38.233977100,175.879062530,31
Ambury.,Area Unit,-36.945416485,174.766120431,57
Amberley.,Area Unit,-43.153156414,172.724209283,74
Allenton West.,Area Unit,-43.890207277,171.730025164,46
Allenton East.,Area Unit,-43.886503042,171.750071915,105
Allen Road.,Area Unit,-38.039991187,175.367819806,3
Allandale-Mokorua.,Area Unit,-37.965977743,176.996116558,411
Alicetown.,Area Unit,-41.217186745,174.892726938,184
Algies Bay.,Area Unit,-36.439822055,174.761259427,13
Alexandra.,Area Unit,-45.253504143,169.384007711,163
Albany.,Area Unit,-36.726609060,174.695301862,1011
Akina.,Area Unit,-39.651930186,176.841264857,240
Akatarawa.,Area Unit,-41.083999164,175.114887587,6
Akaroa.,Area Unit,-43.809329464,172.962194374,26
Akaroa Harbour.,Area Unit,-43.823816358,172.945823820,16
Akarana.,Area Unit,-36.913669776,174.741116252,223
Aidanfield.,Area Unit,-43.561226921,172.570511670,70
Ahuriri.,Area Unit,-39.481832153,176.899518405,184
Ahipara.,Area Unit,-35.174424198,173.147144514,66
Ahaura.,Area Unit,-42.407316381,171.747009057,11
Adventure.,Area Unit,-41.121661373,174.891619721,27
Adelaide.,Area Unit,-41.305658621,174.781208475,155
Addington.,Area Unit,-43.544946146,172.619790334,374
Acacia Bay.,Area Unit,-38.704975653,176.028317927,26
Abbotts Park.,Area Unit,-36.888145816,174.809203043,219
Abbotsford.,Area Unit,-45.894856719,170.429239873,11
Abbey Caves.,Area Unit,-35.711147791,174.350585380,27
-29,Area Unit,,,21
999999,Area Unit,,,0
